Title,Rating,Votes,Duration
534. Delicate Arch,5.5,37,1h 25m
535. Burning Butterflies,6.8,25,1h 43m
536. Bull Shark 3,3.6,72,1h 16m
537. Passages of Nexus,6.3,185,1h 48m
538. Members Club,4.7,155,1h 30m
539. People in the Walls,3.3,31,1h 33m
540. OMG: O Manchi Ghost,5.2,585,2h 5m
541. Mona: Jinn-2,4.2,120,2h 4m
542. He Sees You When You're Sleeping,4.2,148,1h 23m
543. The Girl in the Trunk,3.3,340,1h 30m
544. The Beast Inside,6.4,34,N/A
545. Don Dukun,7,48,1h 38m
546. Jurassic Triangle,2.5,277,1h 24m
547. All Hallows' Eve: Inferno,4.2,124,1h 14m
548. Unknown Caller,7.3,28,1h 3m
549. Slaughterhouse on the Hill,2.5,128,1h 12m
550. The Woods Are Real,2.4,458,1h 20m
551. The Night Curse of Reatrei,4.5,113,1h 35m
552. Hellhounds,3.4,170,1h 21m
553. Sakaratul Maut,5.5,150,1h 47m
554. Guess Who,4.8,364,1h 33m
555. Bigfoot Exorcist,2.7,218,1h 10m
556. Night Harvest,4.5,61,N/A
557. The Occult,N/A,N/A,N/A
558. La Hacienda - El Regreso de los Malditos,8.2,13,1h 10m
559. Cisza nocna,5.6,233,1h 52m
560. Creep Encounters,6.2,61,1h 30m
561. The Hereditary,N/A,N/A,N/A
562. Bangsal Isolasi,4.8,150,1h 16m
563. Bring on the Damned!,N/A,N/A,1h 54m
564. Tenement,4.9,105,1h 28m
565. Side Effects May Vary,7.2,40,N/A
566. Mannequin,5.7,105,N/A
567. Jimmy and Stiggs,6.1,31,N/A
568. Kutukan Calon Arang,N/A,N/A,1h 41m
569. The Beast of No-Mans Land,N/A,N/A,1h 30m
570. 4:44 : Time of Fear,5.8,10,44m
571. The Evil Three,7.1,860,30m
572. Book of the Dead,5.7,68,1h 30m
573. The Prodigy,5,25,1h 23m
574. Cult of Blood,4.3,67,N/A
575. Dr. Jason II - Lights & Shadows,5.3,291,1h 2m
576. Bloody Bridget,7.1,53,1h 21m
577. Guna guna istri muda,3,61,1h 38m
578. Ladybug,5.4,30,1h 47m
579. Erbsünde - Veil of Sin,N/A,N/A,1h 18m
580. Kadet,7.1,38,2h 6m
581. Deadly Culture: Final Mutation,2.7,51,1h 9m
582. Tide,4,116,1h 22m
583. Agapouse ta louloudia perissotero,5.3,178,1h 26m
584. Peter Rabid,N/A,N/A,N/A
585. Up the Catalogue,N/A,N/A,N/A
586. Hu Die Da Shia,4.8,19,1h 42m
587. Don't Make a Sound,4.5,29,1h 20m
588. Valari,8,2.6,2h 15m
589. This Never Happened,4.8,373,1h 30m
590. Final Girl: Halloween,4.6,106,1h 25m
591. Manipula,8,21,1h 34m
592. Isleen Pines,5.2,539,1h 24m
593. The Haunting of Cottonwood,7,15,N/A
594. Love Me If You Dare,4.3,470,2h 8m
595. A Wedding Story,5.1,2.2,1h 50m
596. Guys at Parties Like It,3.9,165,1h 19m
597. The E-Ghost,7.6,11,1h 50m
598. The Girl Who Cried Her Eyes Out,4,690,1h 34m
599. Hide N Seek,8.9,2.2,2h 14m
600. The Last Chainsaw Massacre,4,38,1h 15m
601. Water Horse,6,239,1h 25m
602. Gone with the Dead,4.4,46,1h 36m
603. Respati,5.8,279,1h 52m
604. Bhairadevi,8.8,44,2h 14m
605. Murderfest,3.2,219,1h 22m
606. Black Spines,6.9,21,1h 40m
607. Catch a Killer,6.9,9,1h 22m
608. The North Witch,5.7,13,1h 20m
609. The Waves of Madness,5.9,17,N/A
610. Re:Human,5.8,40,1h 48m
611. Easter Bloody Easter,3.2,276,1h 43m
612. The Bad Nun 3,3,269,1h 12m
613. Sea of Madness,7.5,22,1h 33m
614. Flesh of the Unforgiven,9.1,39,1h 28m
615. Apex Predators 2: The Spawning,3.5,20,1h 10m
616. Hunters on a White Field,4.9,444,1h 40m
